Relative Position,Position X,Position Y,ca-access-point,node14ap,ntua,\x00,ntuax,ntua,CNLab,CNLab,TestCN,ntuax,conference_room,TP-LINK_9FBBEF,TestCN,CNLab,ntuax,ntua,eduroam,Grafeio B.3.19,mlab1,TestCN,\x00,node19ap,ntua,NETMODE_2.4GHz,node20ap,ntua,TestCN,ntuax,ntua,CNLab,ntuax,MAC_Room,\x00,Emmanouella's Home,,CBS,awmn-240,GEOTUN,CNLab,,ntuax,ntua,\x00,ntuax,ntua
13,1.2,14,-39,-35,-68,-69,-69,-55,-68,-76,-68,-76,-78,100,100,-86,-87,100,-55,-68,100,-73,-75,-56,-76,-46,-45,100,-69,-69,-70,-67,100,100,100,100,100,100,-90,100,-89,100,100,100,100,100,100
13,1.2,14,-42,-38,-72,-69,-69,-57,-72,-75,-70,-76,-73,100,100,-86,-87,100,-55,-68,100,-73,-75,-57,-76,-54,-43,100,-67,-65,-69,-67,100,100,100,100,100,100,-90,100,-89,100,100,100,100,100,100
13,1.2,14,-70,-37,-70,-69,-70,-57,-71,-75,-72,-76,-73,100,100,-86,-87,100,-55,-68,100,-73,-83,-62,-83,-51,-47,100,-69,-64,-68,-69,100,100,100,100,100,100,-90,100,-89,100,100,100,100,100,100
13,1.2,14,-75,-38,-71,-65,-73,-55,-71,-75,-71,-76,-79,100,100,-86,-87,100,-58,-68,100,-73,-83,-57,-83,-56,-44,100,-69,-66,-68,-69,100,100,100,100,100,100,-90,100,-89,100,100,100,100,100,100
13,1.2,14,-74,-33,-71,-65,-73,-53,-71,-75,-72,-76,-72,-86,-88,-86,-87,100,-58,-68,100,-73,-77,-55,-83,-48,-44,100,-70,-71,-70,-71,100,100,100,100,100,100,-90,100,-89,100,100,100,100,100,100
13,1.2,14,-43,-33,-71,-73,-72,-59,-71,-75,-72,-76,-74,-86,-88,-86,-87,100,-59,-68,100,-73,-77,-53,-83,-50,-43,100,-70,-73,-70,-71,100,100,100,100,100,100,-90,100,-89,100,100,100,100,100,100
13,1.2,14,-39,-38,-71,-73,-72,-59,-71,-75,-72,-76,-76,-86,-88,-86,-85,100,-59,-68,100,-73,-75,-52,-77,-54,-43,100,-70,-73,-70,-70,100,100,100,100,100,100,-90,100,-89,100,100,100,100,100,100
13,1.2,14,-39,-38,-71,-70,-76,-55,-71,-75,-74,-76,-74,-86,-88,-86,-85,100,-55,-68,100,-73,-75,-58,-77,-50,-43,100,-70,-64,-70,-70,100,100,100,100,100,100,-90,100,-89,100,100,100,100,100,100
14,1.2,13,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
14,1.2,13,-45,-31,-72,-68,-73,-55,-73,-75,-73,-76,-74,-86,-88,-88,-87,-90,-53,-68,100,-73,-79,-58,-79,-50,-46,100,-65,-66,-71,-67,100,100,100,100,100,100,-90,100,-89,100,100,100,100,100,100
14,1.2,13,-72,-31,-78,-68,-73,-54,-73,-75,-73,-75,-71,-86,-88,-88,-85,-86,-55,-68,100,-74,-75,-53,-74,-48,-42,100,-65,-66,-71,-78,100,100,100,100,100,100,-90,100,-89,100,100,100,100,100,100
14,1.2,13,-72,-31,-79,-71,-73,-61,-69,-75,-73,-75,-72,-86,-88,-88,-85,-86,-61,-68,100,-74,-75,-54,-74,-50,-42,100,-65,-66,-71,-78,100,100,100,100,100,100,-90,100,-89,-86,100,100,100,100,100
14,1.2,13,-45,-31,-69,-71,-73,-63,-69,-69,-69,-69,-73,-86,-84,-88,-85,-84,-53,-68,100,-69,-75,-55,-68,-48,-48,100,-73,-73,-73,-73,100,100,100,100,100,100,-90,100,-89,-86,100,100,100,100,100
14,1.2,13,-44,-36,-67,-69,-71,-58,-67,-69,-67,-69,-78,-86,-84,-88,-85,-84,-59,-68,100,-69,-75,-57,-68,-50,-48,100,-70,-70,-70,-70,100,100,100,100,100,100,-90,100,-89,-86,100,100,100,100,100
14,1.2,13,-39,-36,-67,-69,-77,-61,-67,-69,-72,-69,-78,-86,-84,-88,-85,-84,-53,-68,100,-69,-75,-53,-68,-47,-48,100,-70,-70,-70,-65,100,100,100,100,100,100,-90,100,-89,-86,100,100,100,100,100
14,1.2,13,-39,-36,-67,-70,-77,-53,-67,-69,-77,-69,-78,-86,-84,-88,-85,-84,-52,-68,100,-69,-75,-53,-68,-53,-44,100,-70,-72,-71,-72,100,100,100,100,100,100,-90,100,-89,-86,100,100,100,100,100
14,1.2,13,-50,-36,-67,-70,-75,-60,-73,-69,-77,-69,-68,-81,-85,-88,-85,-84,-59,-68,100,-71,-71,-54,-73,-51,-44,100,-68,-71,-71,-65,100,100,100,100,100,100,-90,100,-89,-86,100,100,100,100,100
14,1.2,13,-48,-37,-72,-70,-72,-60,-65,-70,-65,-69,-71,-81,-85,-88,-85,-84,-59,-68,100,-70,-71,-57,-69,-48,-45,100,-71,-70,-70,-65,100,100,100,100,100,100,-90,100,-89,-86,100,100,100,100,100
14,1.2,13,-40,-32,-76,-70,-72,-55,-79,-70,-65,-75,-72,-81,-82,-88,-81,-84,-55,-68,100,-75,-74,-57,-71,-51,-45,100,-67,-67,-67,-68,100,100,100,100,100,100,-90,100,-89,-86,100,100,100,100,100
14,1.2,13,-46,-33,-71,-68,-71,-60,-76,-72,-76,-75,-72,-81,-82,-88,-79,-84,-62,-68,100,-75,-74,-57,-71,-49,-45,100,-68,-69,-69,-68,100,100,100,100,100,100,-90,100,-89,-86,100,100,100,100,100
15,1.2,12,-41,-33,-69,-68,-69,-53,-76,-72,-69,-75,-72,-82,-85,-82,-87,-83,-58,-68,100,-73,-73,-54,-73,-50,-40,100,-67,-67,-66,-74,100,100,-72,100,100,100,-90,100,-87,-86,100,100,100,100,100
15,1.2,12,-43,-31,-69,-74,-68,-58,-76,-72,-75,-75,-72,-82,-85,-82,-87,-83,-58,-68,100,-73,-73,-53,-73,-49,-42,100,-67,-73,-66,-74,100,100,-72,100,100,100,-90,100,-87,-86,100,100,100,100,100
15,1.2,12,-47,-31,-69,-74,-70,-59,-76,-72,-72,-76,-66,-82,-85,-82,-87,-83,-57,-68,100,-76,-76,-52,-76,-46,-42,100,-74,-73,-75,-74,100,100,-72,100,100,100,-88,100,-87,-88,100,100,100,100,100
15,1.2,12,-47,-31,-69,-73,-70,-59,-76,-72,-69,-76,-78,-82,-85,-82,-87,-83,-57,-68,100,-76,-76,-50,-76,-50,-42,100,-74,-74,-73,-73,100,100,-72,100,100,100,-88,100,-87,-88,100,100,100,100,100
15,1.2,12,-45,-31,-69,-73,-67,-53,-70,-72,-69,-76,-73,-82,-85,-82,-73,-83,-54,-68,100,-76,-70,-54,-76,-44,-42,100,-70,-70,-70,-70,100,100,-72,100,100,100,-88,100,-87,-88,100,100,100,100,100
15,1.2,12,-44,-32,-69,-73,-67,-53,-70,-72,-71,-76,-74,-82,-83,-82,-73,-83,-54,-68,-86,-76,-70,-50,-76,-48,-41,100,-69,-70,-69,-70,100,100,-72,100,100,100,-88,100,-87,-88,100,100,100,100,100
15,1.2,12,-49,-40,-69,-73,-67,-52,-72,-72,-71,-76,-77,-82,-83,-82,-73,-81,-52,-68,-86,-76,-67,-57,-69,-51,-44,100,-74,-64,-75,-74,100,100,-67,100,100,100,-88,100,-87,-88,100,100,100,100,100
15,1.2,12,-45,-40,-69,-66,-70,-52,-68,-72,-69,-76,-72,-82,-83,-82,-73,-81,-52,-68,-86,-76,-67,-51,-69,-52,-44,100,-65,-67,-65,-66,100,100,-67,100,100,100,-88,100,-87,-88,100,100,100,100,100
15,1.2,12,-47,-33,-72,-66,-70,-54,-69,-72,-70,-76,-74,-82,-82,-81,-81,-82,-52,-68,-86,-76,-75,-53,-76,-55,-40,100,-70,-70,-71,-71,100,100,-67,100,100,100,-88,100,-87,-88,100,100,100,100,100
15,1.2,12,-46,-79,-71,-70,-71,-54,-70,-72,-74,-76,-71,-82,-82,-81,-81,-82,-52,-68,-86,-76,-75,-53,-76,-50,-52,100,-70,-70,-71,-71,100,100,-67,100,100,100,-88,100,-87,-88,-89,-91,100,100,100
15,1.2,12,-44,-39,-72,-68,-72,-64,-70,-69,-71,-69,-74,-82,-84,-81,-86,-86,-56,-68,-86,-71,-69,-54,-71,-50,-42,100,-68,-63,-65,-69,100,100,-67,100,100,100,-88,100,-87,-88,-89,-91,100,100,100
16,1.5,11,-42,-37,-64,-68,-64,-54,-66,-69,-65,-69,-72,-82,-83,-81,-83,-85,-53,-68,-86,-71,-75,-50,-74,-50,-34,100,-65,-68,-65,-66,100,100,-67,100,100,100,-88,100,-89,-88,-89,-91,100,100,100
16,1.5,11,-40,-40,-63,-67,-64,-54,-62,100,-69,100,-72,100,100,100,100,-85,-53,-68,100,100,-75,-50,-74,-43,-39,100,-65,-67,-65,-66,100,100,100,100,100,100,100,100,-89,100,100,100,100,100,100
16,1.5,11,-49,-42,-63,-67,-64,-53,-62,100,-64,100,-70,100,100,100,100,-85,-52,-68,100,100,-67,-50,-68,-46,-39,100,-65,-67,-65,-75,100,100,100,100,100,100,100,100,-89,100,100,100,-89,100,100
16,1.5,11,-49,-42,-70,-73,-64,-53,-62,100,-70,100,-71,100,100,100,100,-85,-52,-72,-86,100,-67,-50,-68,-55,-39,100,-65,-74,-65,-75,100,100,100,100,100,100,100,100,-89,100,100,100,-89,-89,100
16,1.5,11,-44,-42,-70,-73,-67,-63,-66,-70,-70,-70,-67,100,-82,-83,-81,-85,-63,-72,-86,-70,-70,-60,-70,-50,-37,-92,-65,-69,-65,-72,100,100,100,100,100,100,100,100,-89,100,100,100,-89,-89,100
16,1.5,11,-44,-42,-70,-69,-65,-53,-66,-70,-65,-70,-71,100,-82,-83,-81,-85,-57,-72,-86,-70,-70,-60,-70,-49,-37,-92,-69,-71,-72,-71,100,100,100,100,100,100,100,100,-89,100,100,100,-89,-90,100
16,1.5,11,-46,-42,-64,-69,-66,-61,-73,-69,-73,-67,-65,100,-82,-83,-83,-85,-56,-72,-86,-67,-68,-51,-68,-51,-43,-92,-67,-68,-67,-71,100,100,100,100,100,100,100,100,-89,100,100,100,-89,-90,100
16,1.5,11,-42,-37,-64,-69,-73,-61,-70,-69,-71,-67,-65,100,-82,-83,-83,-85,-56,-72,-86,-67,-68,-51,-68,-50,-37,-92,-70,-71,-70,-76,100,100,100,100,100,100,100,100,-89,100,100,100,-89,-90,100
16,1.5,11,-49,-34,-65,-69,-65,-52,-70,-66,-72,-72,-72,100,-82,-83,-83,-85,-54,-72,-86,-68,-72,-55,-65,-51,-35,-92,-68,-68,-75,-68,100,100,100,100,100,100,100,100,-89,100,100,100,-89,-90,100
16,1.5,11,-51,-34,-66,-63,-70,-55,-67,-69,-68,-72,-70,-87,-82,-83,-83,-85,-54,-72,-86,-68,-72,-57,-65,-47,-36,-92,-65,-64,-65,-81,100,100,100,100,100,100,100,100,-89,100,100,100,-89,-90,100
16,1.5,11,-47,-40,-71,-63,-66,-53,-71,-69,-71,-72,-72,-87,-82,-83,-83,-85,-54,-72,-86,-68,-67,-53,-65,-51,-42,-92,-68,-68,-73,-68,100,100,100,100,100,100,100,100,-89,100,100,-91,-89,-90,100
16,1.5,11,-44,-39,-67,-69,-67,-52,-65,-69,-66,-72,-66,-87,-82,-83,-83,-85,-54,-72,-86,-70,-67,-55,-65,-47,-42,-92,-69,-69,-69,-70,100,100,100,100,100,100,100,100,-89,100,100,-91,-89,-90,100
17,2,10,-75,-34,-59,-69,-59,-51,-60,-73,-59,-72,-66,-86,-82,-86,-83,-85,-54,-72,-86,-62,-62,-51,-62,-50,-40,-92,-69,-69,-69,-73,100,100,-62,100,100,100,100,100,-90,-78,100,-91,-90,-90,100
17,2,10,-75,-35,-62,-72,-62,-48,-60,-73,-63,-72,-70,-86,-82,-86,-83,100,-48,-72,-86,-62,-62,-52,-62,-49,-40,-92,-69,-69,-69,-73,100,100,-62,100,100,100,100,100,-90,-82,100,-91,-90,-90,100
17,2,10,-80,-35,-57,-72,-62,-49,-60,-63,-63,-63,-72,-83,-86,-86,-83,100,-48,-72,-86,-63,-63,-51,-67,-44,-40,-92,-76,-76,-75,-75,100,100,-62,100,100,100,100,100,-90,-83,100,-91,-90,-90,100
17,2,10,-80,-35,-57,-72,-62,-51,-60,-65,-63,-63,-73,-83,-86,-86,-83,100,-50,-72,-84,-63,-63,-51,-67,-45,-40,-92,-72,-73,-72,-71,100,100,-62,100,100,100,100,100,-90,-83,100,-91,-90,-90,100
17,2,10,-48,-39,-62,-72,-62,-48,-60,-63,-65,-62,-72,-83,-82,-86,-83,-82,-52,-72,-84,-62,-63,-53,-63,-49,-35,-92,-72,-73,-72,-71,100,100,-62,100,100,100,100,100,-90,-81,100,-91,-90,-90,100
17,2,10,-48,-39,-66,-79,-62,-53,-60,-62,-65,-62,-69,-83,-82,-86,-83,-82,-53,-72,-84,-63,-63,-53,-63,-42,-35,-92,-78,-78,-68,-76,100,100,-62,100,100,100,100,100,-90,-81,100,-91,-90,-90,100
17,2,10,-51,-79,-55,-79,-59,-48,-58,-64,-55,-64,-71,-83,-87,-86,-88,-86,-49,-72,-84,-65,-65,-53,-65,-50,-40,100,-82,-70,-70,-81,100,100,-62,100,100,100,100,100,-88,-82,100,-91,-90,-90,100
17,2,10,-49,-37,-58,-68,-57,-59,-58,-60,-58,-64,-71,-83,-87,-86,-88,-86,-49,-72,-84,-60,-65,-53,-65,-49,-44,100,-67,-70,-68,-74,100,100,-62,100,100,100,100,100,-88,-82,100,-91,-90,100,100
17,2,10,-79,-40,-58,-68,-55,-50,-55,-60,-58,-60,-72,-83,-87,-86,-80,-86,-53,-72,-81,-60,-60,-54,-60,-47,-44,100,-67,-70,-68,-72,100,100,-62,100,100,100,100,100,-88,-85,100,-91,-90,100,100
17,2,10,-46,-39,-58,-66,-55,-50,-57,-64,-56,-60,-74,-83,-87,-86,-80,-86,-53,-72,-81,-60,-60,-54,-63,-49,-37,100,-69,-70,-69,-70,100,100,-62,100,100,100,100,100,-88,-85,100,-91,-90,100,100
17,2,10,-48,-38,-58,-66,-55,-48,-64,-64,-56,-60,-74,-83,-87,-86,-80,-85,-48,-72,-86,-60,-60,-53,-60,-49,-37,100,-70,-70,-70,-70,100,100,-62,100,100,100,100,100,-88,-79,100,-91,-90,100,100
17,2,10,-53,-40,-62,-70,-64,-49,-63,-62,-64,-60,-72,-83,-87,-86,-86,-85,-50,-72,-86,-60,-60,-53,-60,-49,-41,100,-70,-70,-74,-69,100,100,-62,100,100,100,100,100,-88,-79,100,-91,-90,100,100
18,2,9,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
18,2,9,-50,-38,-67,-77,-67,-51,-64,-65,-64,-65,-70,-83,-87,-86,-86,-85,-50,-72,-86,-64,-64,-47,-65,-50,-41,100,-70,-71,-74,-71,100,100,-62,100,100,100,100,100,-88,-82,100,100,-90,-89,100
18,2,9,-51,-38,-64,-77,-67,-50,-64,-65,-65,-65,-70,-83,-87,-86,-87,-85,-51,-72,-86,-58,-60,-45,-59,-46,-41,-89,-68,-69,-69,-69,100,100,-62,100,100,100,100,100,-88,-78,100,100,-88,-89,100
18,2,9,-51,-38,-59,-73,-67,-51,-64,-61,-63,-65,-70,-83,-87,-86,-87,-85,-51,-72,-79,-60,-60,-45,-59,-45,-41,-89,-72,-72,-73,-73,100,100,-62,100,100,100,100,100,-88,-75,100,100,-88,-89,100
18,2,9,-50,-38,-59,-73,-57,-48,-64,-60,-59,-61,-70,-83,-87,-86,-87,-85,-48,-72,-83,-61,-68,-51,-61,-47,-40,-89,-74,-74,-75,-74,100,100,-62,100,100,100,100,100,-88,-82,100,-86,-88,-89,100
18,2,9,-50,-38,-59,-76,-57,-48,-64,-59,-75,-61,-65,-83,-87,-86,-87,-85,-48,-72,-83,-65,-68,-51,-66,-51,-40,-89,-73,-75,-74,-71,100,100,-62,100,100,100,100,100,-88,-82,100,-86,-88,-89,100
18,2,9,-58,-44,-68,-76,-68,-52,-69,-63,-67,-64,-71,-83,-83,-86,-84,-83,-52,-72,-83,-65,-63,-48,-64,-44,-42,-89,-75,-68,-68,-74,100,100,-62,100,100,100,100,100,-89,-77,100,-86,-88,-89,100
18,2,9,-50,-39,-63,-75,-61,-49,-63,-63,-60,-64,-71,-83,-83,-86,-84,-83,-49,-72,-83,-65,-63,-52,-64,-44,-42,-89,-74,-74,-74,-70,100,100,-62,100,100,100,100,100,-89,-77,100,-86,-88,-89,100
18,2,9,-55,-37,-63,-75,-61,-50,-70,-63,-60,-64,-71,-83,-83,-86,-84,-83,-49,-72,-83,-65,-62,-49,-61,-49,-38,-89,-68,-68,-69,-70,100,100,-62,100,100,100,100,100,-89,-77,100,-86,-88,-89,100
18,2,9,-46,-43,-66,-70,-63,-49,-63,-62,-65,-64,-71,-83,-83,-86,-84,-83,-50,-72,-81,-65,-62,-47,-61,-45,-43,-89,-69,-69,-68,-69,100,100,-62,100,100,100,100,100,-89,-79,100,-86,-88,-89,100
18,2,9,-51,-40,-61,-70,-63,-54,-63,-55,-63,-60,-78,-83,-88,-86,-87,-83,-48,-72,-82,-55,-55,-47,-55,-46,-44,-89,-68,-68,-68,-68,100,100,-62,100,100,100,100,100,-89,-81,100,-84,-88,-89,100
18,2,9,-50,-38,-64,-69,-61,-54,-63,-57,-64,-60,-67,-83,-88,-87,-87,-83,-48,-72,-82,-56,-55,-47,-55,-49,-40,-89,-69,-69,-69,-69,100,100,-62,100,100,100,100,100,-89,-81,100,-84,-88,-89,100
18,2,9,-57,-37,-60,-69,-59,-50,-68,-61,-70,-61,-73,-83,-87,-87,-85,-83,-50,-72,-82,-61,-61,-49,-61,-51,-40,-89,-75,-75,-75,-75,100,100,-62,100,100,100,100,100,-91,-81,100,-84,-88,-89,100
18,2,9,-51,-40,-64,-76,-64,-46,-60,-57,-59,-61,-66,-83,-87,-87,-85,-83,-46,-72,-79,-61,-61,-49,-61,-45,-43,-89,-75,-71,-70,-77,100,100,-62,100,100,100,100,100,-91,-81,100,-84,-88,-91,100
19,2,8,-55,-43,-64,-73,-63,-50,-68,-60,-68,-61,-72,-83,-87,-87,-85,-83,-51,-63,-79,-60,-59,-47,-60,-44,-39,-89,-72,-72,-71,-73,100,100,-62,100,100,100,100,100,-91,-86,100,-84,-88,-87,-89
19,2,8,-51,-41,-64,-73,-58,-48,-58,-62,-68,-61,-64,100,-86,100,-84,100,-47,-63,100,-61,-60,-56,-59,-43,-40,100,-75,-75,-75,-74,100,100,100,100,100,100,100,100,100,-82,100,-86,100,-87,-89
19,2,8,-52,-43,-61,-71,-60,-53,-61,-62,-62,-61,-64,100,-86,100,-84,100,-47,-63,100,-61,-60,-44,-59,-43,-42,100,-75,-72,-75,-74,100,100,100,100,100,100,100,100,-90,-82,100,-86,100,-87,-89
19,2,8,-58,-44,-59,-71,-59,-48,-60,-58,-59,-57,-72,100,-86,100,-84,100,-48,-63,100,-57,-56,-50,-56,-45,-42,100,-75,-72,-71,-74,100,100,100,100,100,100,100,100,-90,-81,100,-86,100,-87,-89
19,2,8,-55,-40,-58,-69,-59,-49,-60,-58,-59,-57,-70,100,-86,100,-84,100,-48,-63,100,-57,-56,-49,-56,-46,-44,100,-75,-69,-71,-74,100,100,100,100,100,100,100,100,-90,-79,100,-86,100,-89,-89
19,2,8,-55,-43,-57,-69,-57,-49,-62,-67,-60,-66,-69,100,-86,100,-84,100,-48,-63,-74,-68,-64,-48,-66,-44,-45,100,-75,-72,-71,-71,100,100,100,100,100,100,100,100,-87,-81,100,-83,100,-89,-89
19,2,8,-48,-40,-59,-69,-62,-49,-61,-56,-65,-66,-71,100,-86,-87,-84,100,-48,-63,-74,-55,-64,-48,-66,-46,-41,100,-75,-72,-71,-71,100,100,100,100,100,100,100,100,-87,-80,100,-83,100,-89,-89
19,2,8,-55,-49,-64,-69,-62,-50,-61,-56,-66,-54,-71,100,-86,-87,-84,100,-50,-63,-74,-55,-57,-52,-59,-48,-42,100,-75,-72,-73,-72,100,100,100,100,100,100,100,100,-87,-81,100,-83,100,-89,-89
19,2,8,-47,-43,-65,-71,-66,-55,-61,-62,-58,-54,-70,100,-86,-87,-84,100,-55,-63,-80,-62,-57,-50,-59,-53,-37,100,-70,-70,-70,-70,100,100,100,100,100,100,100,100,-87,-78,100,-83,100,-89,-89
19,2,8,-48,-43,-65,-71,-59,-52,-61,-62,-58,-54,-72,100,-86,-87,-84,100,-52,-63,-80,-62,-61,-50,-59,-47,-43,100,-70,-70,-70,-75,100,100,100,100,100,100,100,100,-87,-81,100,-87,100,-89,-89
19,2,8,-48,-43,-65,-74,-60,-48,-61,-67,-59,-54,-63,100,-86,-87,-84,100,-44,-63,-80,-62,-61,-47,-59,-47,-43,100,-70,-74,-70,-75,100,100,100,100,100,100,100,100,-87,-80,100,-87,100,-88,-89
19,2,8,-52,-43,-65,-74,-60,-46,-59,-59,-59,-64,-73,100,-86,-87,-87,100,-47,-63,-80,-60,-65,-51,-65,-47,-40,100,-69,-68,-69,-68,100,100,100,100,100,100,100,100,-90,-87,100,-89,100,-88,-89
19,2,8,-52,-43,-65,-71,-69,-50,-69,-59,-59,-64,-71,100,-86,-87,-87,100,-47,-63,-81,-60,-65,-47,-65,-43,-40,100,-72,-71,-72,-71,100,100,100,100,100,100,100,100,-88,-87,100,-89,100,-88,-89
19,2,8,-53,-43,-73,-71,-69,-47,-69,-58,-59,-59,-73,100,-86,-87,-87,100,-46,-63,-81,-58,-58,-46,-58,-45,-39,-87,-72,-72,-72,-72,100,100,100,100,100,100,100,100,-87,-85,100,-89,100,-88,-89
